"","id","observado","usuario","latitude","longitude","place_admin1_name","especie","clase","familia","distribucion","largo_cm","status_global","status_regional","nivel","ranking"
"1575",34167706,"2019-10-10","danielgonzalez2",-34.91102446,-56.14515445,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",179
"1577",34222864,"2018-02-17","arnel",-34.8586443664,-56.2020075802,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",22
"1583",34308031,"2018-12-28","adrianowb",-34.915426,-55.046953,"Maldonado","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",170
"1584",34308033,"2018-12-29","adrianowb",-34.917657,-54.856483,"Maldonado","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",170
"1591",34557859,"2012-02-01","cidawerneck",-34.042339,-53.547332,"Rocha","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",47
"1592",34557908,"2012-02-01","cidawerneck",-34.042339,-53.547332,"Rocha","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",47
"1593",34558016,"2012-02-01","cidawerneck",-34.177091,-53.688659,"Rocha","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",47
"1594",34580726,"2017-12-30","adrianowb",-34.951518,-54.94113,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",170
"1625",35508707,"2019-11-03","jbreinbauer",-34.9144133333,-54.8986883333,"Maldonado","Setophaga pitiayumi","Aves","Parulidae",19,9,"LC","LC","visitante",405
"1627",35553601,"2019-10-12","alecuervo",-34.4664282774,-57.8460012004,"Colonia","Rhinella dorbignyi","Amphibia","Bufonidae",10,7,"LC","LC","visitante",301
"1639",35632880,"2019-11-09","diegoalmendras",-34.892848,-56.159088,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",16
"1663",35802554,"2019-11-09","diegoalmendras",-34.7675565045,-55.7166718879,"Canelones","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",16
"1664",35802572,"2019-11-09","diegoalmendras",-34.7701561827,-55.715592333,"Canelones","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",16
"1668",35840645,"2018-02-17","arnel",-34.859657,-56.199592,"Montevideo","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",22
"1677",35855088,"2018-02-17","arnel",-34.8587017439,-56.1990841822,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",22
"1678",35856334,"2019-11-09","diegoalmendras",-34.7673130914,-55.7157789667,"Canelones","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",16
"1680",35892039,"2018-02-17","arnel",-34.8587397014,-56.1986860913,"Montevideo","Aramides cajaneus","Aves","Rallidae",19,36,"LC","LC","visitante",22
"1681",35909315,"2018-02-17","arnel",-34.8588660209,-56.1988188658,"Montevideo","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",22
"1682",35941277,"2018-02-17","arnel",-34.859042,-56.199229,"Montevideo","Turdus amaurochalinus","Aves","Turdidae",19,21,"LC","LC","visitante",22
"1684",35958287,"2019-11-22","marina296",-31.5345543955,-57.8001293913,"Paysandú","Boana pulchella","Amphibia","Hylidae",19,5,"LC","LC","visitante",272
"1685",35960313,"2018-02-17","arnel",-34.858061059,-56.1994597821,"Montevideo","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",22
"1686",35960878,"2019-11-18","remi_bigonneau",-34.8143849254,-55.2484420932,"Maldonado","Penelope obscura","Aves","Cracidae",19,69,"LC","LC","visitante",40
"1687",35961558,"2018-02-24","arnel",-34.9146696226,-56.1741034721,"Montevideo","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",22
"1688",35963122,"2018-02-24","arnel",-34.9263019359,-56.1675103088,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",22
"1695",36077481,"2019-11-23","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Camptostoma obsoletum","Aves","Tyrannidae",19,9,"LC","LC","visitante",19
"1696",36077535,"2019-11-21","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",19
"1697",36077721,"2019-11-21","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",19
"1698",36077781,"2019-11-21","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",19
"1699",36077831,"2019-11-20","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",19
"1708",36174933,"2019-11-27","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",19
"1709",36175040,"2019-11-27","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",19
"1710",36175090,"2019-11-27","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Anas flavirostris","Aves","Anatidae",19,34,"LC","LC","visitante",19
"1711",36175121,"2019-11-27","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Phimosus infuscatus","Aves","Threskiornithidae",19,40,"LC","LC","visitante",19
"1712",36175167,"2019-11-27","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",19
"1714",36176445,"2019-11-27","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Hylocharis chrysura","Aves","Trochilidae",19,8,"LC","LC","visitante",19
"1715",36176451,"2019-11-27","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Caracara plancus","Aves","Falconidae",19,55,"LC","LC","visitante",19
"1716",36176509,"2019-11-27","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",19
"1717",36176566,"2019-11-27","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Aramides cajaneus","Aves","Rallidae",19,36,"LC","LC","visitante",19
"1718",36176651,"2019-11-27","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Chlorostilbon lucidus","Aves","Trochilidae",19,7,"LC","LC","visitante",19
"1719",36176675,"2019-11-27","rick-uhlen",-34.8590041136,-56.2002235651,"Montevideo","Turdus amaurochalinus","Aves","Turdidae",19,21,"LC","LC","visitante",19
"1733",36249321,"2019-03-19","nic_venter",-34.9484227497,-54.9371691097,"Maldonado","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",20
"1734",36249441,"2019-03-19","nic_venter",-34.9366839797,-54.9377353397,"Maldonado","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",20
"1735",36250186,"2019-03-20","nic_venter",-34.9021428818,-55.2387974038,"Maldonado","Philodryas patagoniensis","Reptilia","Colubridae",19,150,"LC","LC","visitante",20
"1736",36250404,"2019-03-20","nic_venter",-34.8903411663,-55.2105545837,"Maldonado","Cavia aperea","Mammalia","Caviidae",19,24,"LC","LC","visitante",20
"1739",36290561,"2019-11-09","diegoalmendras",-34.7675565045,-55.7166718879,"Canelones","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",16
"1740",36299941,"2019-11-30","rick-uhlen",-34.6601693082,-54.1975894198,"Rocha","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",19
"1741",36299953,"2019-12-01","rick-uhlen",-34.6576299065,-54.1957175732,"Rocha","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",19
"1742",36299964,"2019-11-30","rick-uhlen",-34.6711117281,-54.2533032596,"Rocha","Himantopus mexicanus","Aves","Recurvirostridae",19,38,"LC","LC","visitante",19
"1744",36301801,"2019-11-30","rick-uhlen",-34.6714282787,-54.2530350387,"Rocha","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",19
"1745",36301810,"2019-11-30","rick-uhlen",-34.668991249,-54.2491334304,"Rocha","Plegadis chihi","Aves","Threskiornithidae",19,40,"LC","LC","visitante",19
"1746",36301820,"2019-11-30","rick-uhlen",-34.6707212772,-54.2558064312,"Rocha","Cygnus melancoryphus","Aves","Anatidae",19,90,"LC","LC","visitante",19
"1750",36345328,"2019-12-03","stephen_wv",-34.4114815,-57.87956,"Colonia","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",17
"1757",36392712,"2019-12-04","stephen_wv",-34.4114815,-57.87956,"Colonia","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",17
"1758",36392959,"2019-12-05","stephen_wv",-34.4114815,-57.87956,"Colonia","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",17
"1759",36393179,"2019-12-05","stephen_wv",-34.4114815,-57.87956,"Colonia","Dryobates spilogaster","Aves","Picidae",19,14,"LC","LC","visitante",17
"1762",36420299,"2019-12-06","stephen_wv",-33.8224706795,-58.5830484259,"Colonia","Dryobates mixtus","Aves","Picidae",7,16,"LC","NT","visitante",17
"1763",36429050,"2019-12-06","stephen_wv",-33.9128969,-58.4118927,"Colonia","Agelaioides badius","Aves","Icteridae",19,18,"LC","LC","visitante",17
"1764",36430174,"2019-12-04","stephen_wv",-34.4114815,-57.87956,"Colonia","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",17
"1776",36461206,"2019-12-07","stephen_wv",-33.9128969,-58.4118927,"Colonia","Lepidocolaptes angustirostris","Aves","Furnariidae",19,18,"LC","LC","visitante",17
"1783",36482354,"2019-12-07","stephen_wv",-33.9145522472,-58.4160295911,"Colonia","Ardea cocoi","Aves","Ardeidae",19,75,"LC","LC","visitante",17
"1784",36482833,"2019-12-08","stephen_wv",-33.9499887687,-58.354496322,"Colonia","Guira guira","Aves","Cuculidae",19,36,"LC","LC","visitante",17
"1785",36483343,"2019-12-08","stephen_wv",-33.9581604587,-58.3236562831,"Colonia","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",17
"1786",36483612,"2019-12-08","stephen_wv",-33.9163677684,-58.4134702331,"Colonia","Turdus amaurochalinus","Aves","Turdidae",19,21,"LC","LC","visitante",17
"1787",36486355,"2019-12-08","stephen_wv",-33.957234959,-58.3293211086,"Colonia","Aramides ypecaha","Aves","Rallidae",19,45,"LC","LC","visitante",17
"1788",36495553,"2019-12-08","stephen_wv",-33.9620314305,-58.3164465027,"Colonia","Rupornis magnirostris","Aves","Accipitridae",19,38,"LC","LC","visitante",17
"1794",36514193,"2019-12-09","stephen_wv",-33.9141604903,-58.4160939641,"Colonia","Milvago chimango","Aves","Falconidae",19,37,"LC","LC","visitante",17
"1796",36517447,"2019-12-08","stephen_wv",-33.9128969,-58.4118927,"Colonia","Phimosus infuscatus","Aves","Threskiornithidae",19,40,"LC","LC","visitante",17
"1797",36517610,"2019-12-06","stephen_wv",-33.9128969,-58.4118927,"Colonia","Aramus guarauna","Aves","Aramidae",19,55,"LC","LC","visitante",17
"1798",36545914,"2019-12-07","marcos_anders",-34.0106883978,-58.288794519,"Colonia","Chlorostilbon lucidus","Aves","Trochilidae",19,7,"LC","LC","visitante",270
"1799",36546227,"2019-11-30","arnel",-34.9054469473,-55.0057115936,"Maldonado","Cygnus melancoryphus","Aves","Anatidae",19,90,"LC","LC","visitante",22
"1800",36546287,"2019-12-07","marcos_anders",-34.0120688238,-58.2875939879,"Colonia","Pseudoleistes virescens","Aves","Icteridae",19,21,"LC","LC","visitante",270
"1807",36587574,"2019-11-26","arnel",-34.9138606958,-56.1908549527,"Montevideo","Columba livia","Aves","Columbidae",19,33,"LC","NE","visitante",22
"1809",36591607,"2019-11-30","arnel",-34.9161285667,-54.8958135343,"Maldonado","Vireo chivi","Aves","Vireonidae",19,14,"LC","LC","visitante",22
"1813",36616670,"2019-11-30","arnel",-34.9149740075,-54.8966862714,"Maldonado","Theristicus caerulescens","Aves","Threskiornithidae",19,62,"LC","LC","visitante",22
"1820",36625706,"2019-12-09","stephen_wv",-33.9138789139,-58.4158899483,"Colonia","Megaceryle torquata","Aves","Alcedinidae",19,36,"LC","LC","visitante",17
"1824",36654178,"2019-12-09","stephen_wv",-33.9157486528,-58.415046043,"Colonia","Patagioenas maculosa","Aves","Columbidae",19,33,"LC","LC","visitante",17
"1825",36672797,"2019-11-18","licagus",-34.78667,-55.4612616667,"Canelones","Scinax granulatus","Amphibia","Hylidae",19,4,"LC","LC","visitante",438
"1826",36673435,"2019-11-30","arnel",-34.9051467078,-55.0049127441,"Maldonado","Plegadis chihi","Aves","Threskiornithidae",19,40,"LC","LC","visitante",22
"1832",36716528,"2019-12-16","gantproductions",-34.96583667,-54.94306167,"Maldonado","Haematopus palliatus","Aves","Haematopodidae",8,35,"LC","LC","visitante",29
"1833",36716580,"2019-12-16","gantproductions",-34.9656,-54.94293833,"Maldonado","Progne tapera","Aves","Hirundinidae",19,16,"LC","LC","visitante",29
"1835",36724233,"2019-12-06","stephen_wv",-34.0324818766,-58.2238783736,"Colonia","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",17
"1866",36776648,"2019-07-27","elbeltrocco",-33.1633255,-58.3560037,"","Erythrolamprus poecilogyrus","Reptilia","Colubridae",19,70,"NE","LC","visitante",44
"1874",36804022,"2019-12-16","rick-uhlen",-34.6580570985,-54.1970546544,"Rocha","Hylocharis chrysura","Aves","Trochilidae",19,8,"LC","LC","visitante",19
"1875",36804033,"2019-12-11","rick-uhlen",-34.6582981341,-54.1955023259,"Rocha","Spinus magellanicus","Aves","Fringillidae",19,12,"LC","LC","visitante",19
"1876",36804058,"2019-12-08","rick-uhlen",-34.6581265962,-54.1970811412,"Rocha","Calidris fuscicollis","Aves","Scolopacidae",19,16,"LC","LC","visitante",19
"1877",36804076,"2019-12-06","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",19
"1878",36804084,"2019-12-06","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Myiophobus fasciatus","Aves","Tyrannidae",19,12,"LC","LC","visitante",19
"1879",36804087,"2019-12-04","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Progne tapera","Aves","Hirundinidae",19,16,"LC","LC","visitante",19
"1880",36804093,"2019-12-03","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Patagioenas maculosa","Aves","Columbidae",19,33,"LC","LC","visitante",19
"1885",36838630,"2019-12-18","rick-uhlen",-34.6580570985,-54.1970546544,"Rocha","Tyrannus melancholicus","Aves","Tyrannidae",19,20,"LC","LC","visitante",19
"1886",36838645,"2019-12-13","rick-uhlen",-34.6617461912,-54.209071286,"Rocha","Tringa flavipes","Aves","Scolopacidae",19,25,"LC","LC","visitante",19
"1887",36838652,"2019-12-13","rick-uhlen",-34.6314276001,-54.3464423382,"Rocha","Circus cinereus","Aves","Accipitridae",19,48,"LC","VU","visitante",19
"1888",36839154,"2019-12-13","rick-uhlen",-34.6633371083,-54.2590508983,"Rocha","Rynchops niger","Aves","Laridae",13,40,"LC","LC","visitante",19
"1889",36839809,"2019-12-13","rick-uhlen",-34.6643855691,-54.2351078242,"Rocha","Coscoroba coscoroba","Aves","Anatidae",19,71,"LC","LC","visitante",19
"1890",36839812,"2019-12-13","rick-uhlen",-34.664775774,-54.2346283793,"Rocha","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",19
"1891",36841740,"2019-12-13","rick-uhlen",-34.6709892988,-54.2516044155,"Rocha","Fulica armillata","Aves","Rallidae",19,35,"LC","LC","visitante",19
"1892",36841779,"2019-12-13","rick-uhlen",-34.6692865752,-54.2505345494,"Rocha","Ardea cocoi","Aves","Ardeidae",19,75,"LC","LC","visitante",19
"1893",36841856,"2019-12-13","rick-uhlen",-34.6752113508,-54.2666231096,"Rocha","Ciconia maguari","Aves","Ciconiidae",19,85,"LC","LC","visitante",19
"1894",36841858,"2019-12-13","rick-uhlen",-34.6797124851,-54.270385243,"Rocha","Charadrius collaris","Aves","Charadriidae",19,14,"LC","LC","visitante",19
"1897",36842799,"2019-12-13","rick-uhlen",-34.6620327185,-54.2062583193,"Rocha","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",19
"1899",36843278,"2019-12-13","rick-uhlen",-34.6598449928,-54.1975632682,"Rocha","Tringa melanoleuca","Aves","Scolopacidae",19,33,"LC","LC","visitante",19
"1901",36850716,"2019-12-20","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",19
"1906",36873901,"2019-12-22","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Setophaga pitiayumi","Aves","Parulidae",19,9,"LC","LC","visitante",19
"1908",36886153,"2019-11-28","arnel",-34.9058715664,-56.1941857248,"Montevideo","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",22
"1909",36893433,"2019-11-28","arnel",-34.9054123442,-56.1946951778,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",22
"1911",36901256,"2019-12-23","gantproductions",-34.90450333,-55.0402195,"Maldonado","Hydropsalis torquata","Aves","Caprimulgidae",19,40,"LC","LC","visitante",29
"1912",36908617,"2019-11-28","arnel",-34.9055017303,-56.1943513512,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",22
"1918",36937121,"2019-12-22","juanmmartinez",-34.8794555664,-55.0481681824,"Maldonado","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",79
"1919",36937397,"2019-12-25","juanmmartinez",-34.8794937134,-55.0480308533,"Maldonado","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",79
"1921",36941754,"2019-12-25","juanmmartinez",-34.8793911494,-55.048036091,"Maldonado","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",79
"1922",36942521,"2019-12-24","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Milvago chimango","Aves","Falconidae",19,37,"LC","LC","visitante",19
"1923",36942539,"2019-12-24","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Sternula superciliaris","Aves","Laridae",19,23,"LC","LC","visitante",19
"1924",36942557,"2019-12-24","rick-uhlen",-34.6619069665,-54.2063005641,"Rocha","Plegadis chihi","Aves","Threskiornithidae",19,40,"LC","LC","visitante",19
"1925",36942596,"2019-12-23","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Serpophaga subcristata","Aves","Tyrannidae",19,9,"LC","LC","visitante",19
"1933",36982827,"2019-12-25","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",19
"1934",36982852,"2019-12-25","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",19
"1935",36982944,"2019-12-25","rick-uhlen",-34.6580984662,-54.195417501,"Rocha","Embernagra platensis","Aves","Thraupidae",19,20,"LC","LC","visitante",19
"1936",36986041,"2019-12-26","rick-uhlen",-34.6611681697,-54.2063371092,"Rocha","Tringa melanoleuca","Aves","Scolopacidae",19,33,"LC","LC","visitante",19
"1937",36988843,"2019-05-16","ameguin",-34.92155,-56.1560802,"Montevideo","Parabuteo unicinctus","Aves","Accipitridae",19,50,"LC","LC","visitante",225
"1938",36988844,"2019-05-17","ameguin",-34.92155,-56.1560802,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",225
"1939",36997267,"2019-12-13","rick-uhlen",-34.6617801112,-54.2065932602,"Rocha","Pluvialis dominica","Aves","Charadriidae",19,23,"LC","LC","visitante",19
"1944",37041375,"2019-01-27","andrespautasso",-34.6066362064,-54.0684440999,"Rocha","Melanophryniscus montevidensis","Amphibia","Bufonidae",4,3,"VU","CR","visitante",312
"1959",37083080,"2019-12-29","natalieraeber",-34.660175,-54.17633,"Rocha","Rhinella dorbignyi","Amphibia","Bufonidae",10,7,"LC","LC","visitante",10
